usa_symbol	ita_address	status	source
_LinkCableHelpText2	22:5146	CONFIRMED	PASS5
_LoreleiEndBattleText	21:68B4	CONFIRMED	PASS5
_MartSignText	20:4100	HISTORICAL	PASS2
_MtMoon1FBewareZubatSign	20:4A0D	HISTORICAL	PASS2
_MtMoon1FCooltrainerF1AfterBattleText	20:4847	HISTORICAL	PASS2
_MtMoon1FCooltrainerF1BattleText	20:4808	HISTORICAL	PASS2
_MtMoon1FCooltrainerF1EndBattleText	20:4835	CONFIRMED	PASS2+PASS5
_MtMoon1FCooltrainerF2AfterBattleText	20:48EF	HISTORICAL	PASS2
_MtMoon1FCooltrainerF2BattleText	20:48BB	HISTORICAL	PASS2
_MtMoon1FCooltrainerF2EndBattleText	20:48E4	HISTORICAL	PASS2
_MtMoon1FHikerAfterBattleText	20:4793	HISTORICAL	PASS2
_MtMoon1FHikerBattleText	20:4741	HISTORICAL	PASS2
_MtMoon1FHikerEndBattleText	20:4771	HISTORICAL	PASS2
_MtMoon1FSuperNerdAfterBattleText	20:489B	HISTORICAL	PASS2
_MtMoon1FSuperNerdBattleText	20:485D	HISTORICAL	PASS2
_MtMoon1FSuperNerdEndBattleText	20:4878	HISTORICAL	PASS2
_MtMoon1FYoungster1AfterBattleText	20:47E3	HISTORICAL	PASS2
_MtMoon1FYoungster1BattleText	20:47B4	HISTORICAL	PASS2
_MtMoon1FYoungster1EndBattleText	20:47D1	HISTORICAL	PASS2
_MtMoon1FYoungster2AfterBattleText	20:4967	HISTORICAL	PASS2
_MtMoon1FYoungster2BattleText	20:4921	HISTORICAL	PASS2
_MtMoon1FYoungster2EndBattleText	20:4951	HISTORICAL	PASS2
_MtMoon1FYoungster3AfterBattleText	20:49D9	HISTORICAL	PASS2
_MtMoon1FYoungster3BattleText	20:499A	HISTORICAL	PASS2
_MtMoon1FYoungster3EndBattleText	20:49CA	HISTORICAL	PASS2
_MtMoonB1FUnusedText	20:4A2F	CONFIRMED	PASS2+PASS5
_MtMoonB2FDomeFossilYouWantText	20:4A31	HISTORICAL	PASS2
_MtMoonB2FHelixFossilYouWantText	20:4A44	HISTORICAL	PASS2
_MtMoonB2FReceivedFossilText	20:4A58	HISTORICAL	PASS2
_MtMoonB2FRocket1AfterBattleText	20:4BE1	HISTORICAL	PASS2
_MtMoonB2FRocket1BattleText	20:4B80	HISTORICAL	PASS2
_MtMoonB2FRocket1EndBattleText	20:4BCC	HISTORICAL	PASS2
_MtMoonB2FRocket2AfterBattleText	20:4C60	HISTORICAL	PASS2
_MtMoonB2FRocket2BattleText	20:4C1D	HISTORICAL	PASS2
_MtMoonB2FRocket2EndBattleText	20:4C4B	HISTORICAL	PASS2
_MtMoonB2FRocket3AfterBattleText	20:4CD5	HISTORICAL	PASS2
_MtMoonB2FRocket3BattleText	20:4C8E	HISTORICAL	PASS2
_MtMoonB2FRocket3EndBattleText	20:4CC2	HISTORICAL	PASS2
_MtMoonB2FRocket4AfterBattleText	20:4D45	HISTORICAL	PASS2
_MtMoonB2FRocket4BattleText	20:4CFD	HISTORICAL	PASS2
_MtMoonB2FRocket4EndBattleText	20:4D2D	HISTORICAL	PASS2
_MtMoonB2FSuperNerdOkIllShareText	20:4AD2	HISTORICAL	PASS2
_MtMoonB2FSuperNerdThenThisIsMineText	20:4B63	HISTORICAL	PASS2
_MtMoonB2FSuperNerdTheresAPokemonLabText	20:4B13	HISTORICAL	PASS2
_MtMoonB2FSuperNerdTheyreBothMineText	20:4A8E	HISTORICAL	PASS2
_MtMoonB2FYouHaveNoRoomText	20:4A6A	HISTORICAL	PASS2
_MtMoonB2fSuperNerdEachTakeOneText	20:4AEB	HISTORICAL	PASS2
_MtMoonPokecenterClipboardText	22:6CCF	CONFIRMED	PASS5
_Museum1FScientist2YouDontHaveSpaceText	25:6AF5	CONFIRMED	PASS5
_NoMoreRoomForItemText	20:4166	HISTORICAL	PASS2
_NoNibbleText	20:404D	HISTORICAL	PASS2
_NothingHereText	20:406C	HISTORICAL	PASS2
_OaksAideComeBackText	20:4277	HISTORICAL	PASS2
_OaksAideGotItemText	20:432C	HISTORICAL	PASS2
_OaksAideHereYouGoText	20:42F0	HISTORICAL	PASS2
_OaksAideHiText	20:418F	HISTORICAL	PASS2
_OaksAideNoRoomText	20:433E	HISTORICAL	PASS2
_OaksAideUhOhText	20:41DE	HISTORICAL	PASS2
_OaksLabOak2Text	25:53A2	CONFIRMED	PASS5
_PalletTownRivalsHouseSignText	29:4432	CONFIRMED	PASS5
_PokeCenterSignText	20:4131	HISTORICAL	PASS2
_PokemonBooksText	22:5750	CONFIRMED	PASS5
_PokemonCenterFarewellText	28:69C0	CONFIRMED	PASS5
_PokemonCenterPCDepositText	22:61FE	CONFIRMED	PASS5
_PokemonCenterPCTossText	22:62EB	CONFIRMED	PASS5
_PokemonCenterPCWithdrawText	22:6277	CONFIRMED	PASS5
_PokemonFanClubBagFullText	26:6963	CONFIRMED	PASS5
_PokemonMansion1FScientistEndBattleText	28:47F8	CONFIRMED	PASS5
_PokemonMansion1FSwitchNotPressedText	28:4863	CONFIRMED	PASS5
_PokemonMansion1FSwitchText	28:4829	CONFIRMED	PASS5
_PokemonMansion2FSwitchNotPressedText	21:5509	CONFIRMED	PASS5
_PokemonMansion2FSwitchText	21:54CF	CONFIRMED	PASS5
_PokemonMansion3FSuperNerdEndBattleText	21:5532	CONFIRMED	PASS5
_PokemonMansionB1FBurglarEndBattleText	21:5612	CONFIRMED	PASS5
_PokemonTower5FChanneler2AfterBattleText	26:5A5C	CONFIRMED	PASS5
_PokemonTower5FChanneler3AfterBattleText	26:5A9B	CONFIRMED	PASS5
_PokemonTower7FRocket1EndBattleText	26:5DF2	CONFIRMED	PASS5
_RockTunnel1FHiker3EndBattleText	23:4474	CONFIRMED	PASS5
_RockTunnelB1FCooltrainerF2EndBattleText	21:6E1D	CONFIRMED	PASS5
_RocketHide3AfterBattleText3	20:6484	HISTORICAL	PASS2
_RocketHideout3BattleText	20:643F	HISTORICAL	PASS2
_RocketHideout3EndBattleText3	20:646A	HISTORICAL	PASS2
_RocketHideoutB1FRocket1AfterBattleText	20:61AA	HISTORICAL	PASS2
_RocketHideoutB1FRocket1BattleText	20:617A	HISTORICAL	PASS2
_RocketHideoutB1FRocket1EndBattleText	20:619B	HISTORICAL	PASS2
_RocketHideoutB1FRocket2AfterBattleText	20:61EB	HISTORICAL	PASS2
_RocketHideoutB1FRocket2BattleText	20:61C1	HISTORICAL	PASS2
_RocketHideoutB1FRocket2EndBattleText	20:61DF	HISTORICAL	PASS2
_RocketHideoutB1FRocket3AfterBattleText	20:6237	HISTORICAL	PASS2
_RocketHideoutB1FRocket3BattleText	20:620B	HISTORICAL	PASS2
_RocketHideoutB1FRocket3EndBattleText	20:6222	HISTORICAL	PASS2
_RocketHideoutB1FRocket4AfterBattleText	20:627A	HISTORICAL	PASS2
_RocketHideoutB1FRocket4BattleText	20:625A	HISTORICAL	PASS2
_RocketHideoutB1FRocket4EndBattleText	20:6269	HISTORICAL	PASS2
_RocketHideoutB1FRocket5AfterBattleText	20:62D4	HISTORICAL	PASS2
_RocketHideoutB1FRocket5BattleText	20:62B6	HISTORICAL	PASS2
_RocketHideoutB1FRocket5EndBattleText	20:6170	HISTORICAL	PASS2
_RocketHideoutB2FRocketAfterBattleText	20:6349	HISTORICAL	PASS2
_RocketHideoutB2FRocketBattleText	20:62F6	HISTORICAL	PASS2
_RocketHideoutB2FRocketEndBattleText	20:6335	HISTORICAL	PASS2
_RocketHideoutB3FRocket1AfterBattleText	20:63ED	HISTORICAL	PASS2
_RocketHideoutB3FRocket1BattleText	20:63A7	HISTORICAL	PASS2
_RocketHideoutB3FRocket1EndBattleText	20:63D6	HISTORICAL	PASS2
_RocketHideoutB4FGiovanniHopeWeMeetAgainText	20:651B	HISTORICAL	PASS2
_RocketHideoutB4FGiovanniImpressedYouGotHereText	20:64BB	HISTORICAL	PASS2
_RocketHideoutB4FGiovanniWhatCannotBeText	20:6506	HISTORICAL	PASS2
_RocketHideoutB4FRocket1AfterBattleText	20:661D	HISTORICAL	PASS2
_RocketHideoutB4FRocket1BattleText	20:65C5	HISTORICAL	PASS2
_RocketHideoutB4FRocket1EndBattleText	20:6606	HISTORICAL	PASS2
_RocketHideoutB4FRocket2AfterBattleText	20:6683	HISTORICAL	PASS2
_RocketHideoutB4FRocket2BattleText	20:663F	HISTORICAL	PASS2
_RocketHideoutB4FRocket2EndBattleText	20:667A	HISTORICAL	PASS2
_RocketHideoutB4FRocket3AfterBattleText	20:66DB	HISTORICAL	PASS2
_RocketHideoutB4FRocket3BattleText	20:66A6	HISTORICAL	PASS2
_RocketHideoutB4FRocket3EndBattleText	20:66D3	HISTORICAL	PASS2
_RocketHideoutElevatorAppearsToNeedKeyText	20:6706	HISTORICAL	PASS2
_RoseText	25:4870	CONFIRMED	PASS5
_Route11DiglettsCaveSignText	24:4098	CONFIRMED	PASS5
_Route12Gate2FBrunetteGirlTM39NoRoomText	23:4953	CONFIRMED	PASS5
_Route12SnorlaxText	24:40A8	CONFIRMED	PASS5
_Route12SnorlaxWokeUpText	24:40D0	CONFIRMED	PASS5
_Route13CooltrainerF1EndBattleText	24:44D7	CONFIRMED	PASS5
_Route14CooltrainerM1EndBattleText	24:48CE	CONFIRMED	PASS5
_Route14CooltrainerM6EndBattleText	24:4AF2	CONFIRMED	PASS5
_Route15CooltrainerF1EndBattleText	24:4D02	CONFIRMED	PASS5
_Route16FlyHouseBrunetteGirlHM02NoRoomText	23:4EDD	CONFIRMED	PASS5
_Route16SnorlaxWokeUpText	24:5364	CONFIRMED	PASS5
_Route16Text7	24:533C	CONFIRMED	PASS5
_Route17Biker1EndBattleText	24:5436	CONFIRMED	PASS5
_Route19Swimmer4AfterBattleText	24:5C12	CONFIRMED	PASS5
_Route19Swimmer4BattleText	24:5BE0	CONFIRMED	PASS5
_Route24CooltrainerF1BattleText	25:40E1	CONFIRMED	PASS5
_Route24CooltrainerF2BattleText	25:41A0	CONFIRMED	PASS5
_Route24M3BattleText	25:4081	CONFIRMED	PASS5
_Route24Youngster1BattleText	25:4141	CONFIRMED	PASS5
_Route24Youngster2BattleText	25:424F	CONFIRMED	PASS5
_Route2DiglettsCaveSignText	23:5787	CONFIRMED	PASS5
_Route5UndergroundPathSignText	23:5C67	CONFIRMED	PASS5
_Route6UndergroundPathSignText	23:5EBB	CONFIRMED	PASS5
_Route7UndergroundPathSignText	23:5EE6	CONFIRMED	PASS5
_Route8UndergroundSignText	23:62E8	CONFIRMED	PASS5
_SSAnne1FRoomsCooltrainerFAfterBattleText	20:583F	HISTORICAL	PASS2
_SSAnne1FRoomsCooltrainerFBattleText	20:57E4	HISTORICAL	PASS2
_SSAnne1FRoomsCooltrainerFEndBattleText	20:580F	HISTORICAL	PASS2
_SSAnne1FRoomsGentleman1AfterBattleText	20:56FF	HISTORICAL	PASS2
_SSAnne1FRoomsGentleman1BattleText	20:56A6	HISTORICAL	PASS2
_SSAnne1FRoomsGentleman1EndBattleText	20:56E7	HISTORICAL	PASS2
_SSAnne1FRoomsGentleman2AfterBattleText	20:5750	HISTORICAL	PASS2
_SSAnne1FRoomsGentleman2BattleText	20:5717	HISTORICAL	PASS2
_SSAnne1FRoomsGentleman2EndBattleText	20:573C	HISTORICAL	PASS2
_SSAnne1FRoomsGentleman3Text	20:5922	HISTORICAL	PASS2
_SSAnne1FRoomsGirl1Text	20:587D	HISTORICAL	PASS2
_SSAnne1FRoomsGirl2Text	20:58FD	HISTORICAL	PASS2
_SSAnne1FRoomsLittleGirlText	20:58DD	HISTORICAL	PASS2
_SSAnne1FRoomsMiddleAgedManText	20:58B0	HISTORICAL	PASS2
_SSAnne1FRoomsWigglytuffText	20:568C	HISTORICAL	PASS2
_SSAnne1FRoomsYoungsterAfterBattleText	20:57AF	HISTORICAL	PASS2
_SSAnne1FRoomsYoungsterBattleText	20:5782	HISTORICAL	PASS2
_SSAnne1FRoomsYoungsterEndBattleText	20:579A	HISTORICAL	PASS2
_SSAnne1FSailorText	20:4DED	HISTORICAL	PASS2
_SSAnne1FWaiterText	20:4D71	HISTORICAL	PASS2
_SSAnne2FRivalCutMasterText	20:4FD7	HISTORICAL	PASS2
_SSAnne2FRivalDefeatedText	20:4F67	HISTORICAL	PASS2
_SSAnne2FRivalText	20:4EAB	HISTORICAL	PASS2
_SSAnne2FRivalVictoryText	20:4F94	HISTORICAL	PASS2
_SSAnne2FRoomsBeautyText	20:5AC2	HISTORICAL	PASS2
_SSAnne2FRoomsBrunetteGirlText	20:5A91	HISTORICAL	PASS2
_SSAnne2FRoomsCooltrainerFAfterBattleText	20:5C52	HISTORICAL	PASS2
_SSAnne2FRoomsCooltrainerFBattleText	20:5C22	HISTORICAL	PASS2
_SSAnne2FRoomsCooltrainerFEndBattleText	20:5C43	HISTORICAL	PASS2
_SSAnne2FRoomsFisherAfterBattleText	20:5B85	HISTORICAL	PASS2
_SSAnne2FRoomsFisherBattleText	20:5B59	HISTORICAL	PASS2
_SSAnne2FRoomsFisherEndBattleText	20:5B72	HISTORICAL	PASS2
_SSAnne2FRoomsGentleman1AfterBattleText	20:5B3E	HISTORICAL	PASS2
_SSAnne2FRoomsGentleman1BattleText	20:5AED	HISTORICAL	PASS2
_SSAnne2FRoomsGentleman1EndBattleText	20:5B1A	HISTORICAL	PASS2
_SSAnne2FRoomsGentleman2AfterBattleText	20:5C01	HISTORICAL	PASS2
_SSAnne2FRoomsGentleman2BattleText	20:5BC1	HISTORICAL	PASS2
_SSAnne2FRoomsGentleman2EndBattleText	20:5BED	HISTORICAL	PASS2
_SSAnne2FRoomsGentleman3Text	20:595E	HISTORICAL	PASS2
_SSAnne2FRoomsGentleman4Text	20:59B5	HISTORICAL	PASS2
_SSAnne2FRoomsGentleman5Text	20:5A15	HISTORICAL	PASS2
_SSAnne2FRoomsGrampsText	20:59EE	HISTORICAL	PASS2
_SSAnne2FRoomsLittleBoyText	20:5A61	HISTORICAL	PASS2
_SSAnne2FWaiterText	20:4E3D	HISTORICAL	PASS2
_SSAnne3FSailorText	20:5078	HISTORICAL	PASS2
_SSAnneB1FRoomsFisherAfterBattleText	20:5F22	HISTORICAL	PASS2
_SSAnneB1FRoomsFisherBattleText	20:5EC6	HISTORICAL	PASS2
_SSAnneB1FRoomsFisherEndBattleText	20:5F0C	HISTORICAL	PASS2
_SSAnneB1FRoomsMachokeText	20:5C74	HISTORICAL	PASS2
_SSAnneB1FRoomsSailor1AfterBattleText	20:5CD6	HISTORICAL	PASS2
_SSAnneB1FRoomsSailor1BattleText	20:5C8B	HISTORICAL	PASS2
_SSAnneB1FRoomsSailor1EndBattleText	20:5CB7	HISTORICAL	PASS2
_SSAnneB1FRoomsSailor2AfterBattleText	20:5D48	HISTORICAL	PASS2
_SSAnneB1FRoomsSailor2BattleText	20:5CF7	HISTORICAL	PASS2
_SSAnneB1FRoomsSailor2EndBattleText	20:5D22	HISTORICAL	PASS2
_SSAnneB1FRoomsSailor3AfterBattleText	20:5DAD	HISTORICAL	PASS2
_SSAnneB1FRoomsSailor3BattleText	20:5D75	HISTORICAL	PASS2
_SSAnneB1FRoomsSailor3EndBattleText	20:5D96	HISTORICAL	PASS2
_SSAnneB1FRoomsSailor4AfterBattleText	20:5E17	HISTORICAL	PASS2
_SSAnneB1FRoomsSailor4BattleText	20:5DDC	HISTORICAL	PASS2
_SSAnneB1FRoomsSailor4EndBattleText	20:5E05	CONFIRMED	PASS2+PASS5
_SSAnneB1FRoomsSailor5AfterBattleText	20:5E9F	HISTORICAL	PASS2
_SSAnneB1FRoomsSailor5BattleText	20:5E54	HISTORICAL	PASS2
_SSAnneB1FRoomsSailor5EndBattleText	20:5E84	HISTORICAL	PASS2
_SSAnneB1FRoomsSuperNerdText	20:5F50	HISTORICAL	PASS2
_SSAnneBowCooltrainerMText	20:511B	HISTORICAL	PASS2
_SSAnneBowSailor1Text	20:50F2	HISTORICAL	PASS2
_SSAnneBowSailor2AfterBattleText	20:518F	HISTORICAL	PASS2
_SSAnneBowSailor2BattleText	20:5158	HISTORICAL	PASS2
_SSAnneBowSailor2EndBattleText	20:5178	HISTORICAL	PASS2
_SSAnneBowSailor3AfterBattleText	20:51F0	HISTORICAL	PASS2
_SSAnneBowSailor3BattleText	20:51B8	HISTORICAL	PASS2
_SSAnneBowSailor3EndBattleText	20:51DC	CONFIRMED	PASS2+PASS5
_SSAnneBowSuperNerdText	20:50C4	HISTORICAL	PASS2
_SSAnneCaptainsRoomCaptainHM01NoRoomText	20:5606	CONFIRMED	PASS2+PASS5
_SSAnneCaptainsRoomCaptainIFeelMuchBetterText	20:54D6	HISTORICAL	PASS2
_SSAnneCaptainsRoomCaptainNotSickAnymoreText	20:55C4	HISTORICAL	PASS2
_SSAnneCaptainsRoomCaptainReceivedHM01Text	20:55AF	HISTORICAL	PASS2
_SSAnneCaptainsRoomRubCaptainsBackText	20:5465	HISTORICAL	PASS2
_SSAnneCaptainsRoomSeasickBookText	20:5648	HISTORICAL	PASS2
_SSAnneCaptainsRoomTrashText	20:5626	HISTORICAL	PASS2
_SSAnneKitchenCook1Text	20:5239	HISTORICAL	PASS2
_SSAnneKitchenCook2Text	20:526E	HISTORICAL	PASS2
_SSAnneKitchenCook3Text	20:529B	HISTORICAL	PASS2
_SSAnneKitchenCook4Text	20:52C5	HISTORICAL	PASS2
_SSAnneKitchenCook5Text	20:5314	HISTORICAL	PASS2
_SSAnneKitchenCook6Text	20:5352	HISTORICAL	PASS2
_SSAnneKitchenCook7MainCourseIsText	20:5388	HISTORICAL	PASS2
_SafariZoneCenterRestHouseText	21:5934	CONFIRMED	PASS5
_SafariZoneEastRestHouseText	21:5704	CONFIRMED	PASS5
_SafariZoneNorthRestHouseText	21:5769	CONFIRMED	PASS5
_SafariZoneWestRestHouseText	21:5845	CONFIRMED	PASS5
_SaffronCityFightingDojoSignText	29:678F	CONFIRMED	PASS5
_SaffronGymChanneler2EndBattleText	28:613E	CONFIRMED	PASS5
_SaffronGymYoungster3EndBattleText	28:6293	CONFIRMED	PASS5
_SaffronGymYoungster4EndBattleText	28:6385	CONFIRMED	PASS5
_SilphCo11FSilphPresidentNoRoomText	21:50F1	CONFIRMED	PASS5
_SilphCo2FRocket1AfterBattleText	20:691F	HISTORICAL	PASS2
_SilphCo2FRocket1BattleText	20:68F1	HISTORICAL	PASS2
_SilphCo2FRocket1EndBattleText	20:6916	HISTORICAL	PASS2
_SilphCo2FRocket2AfterBattleText	20:69AC	HISTORICAL	PASS2
_SilphCo2FRocket2BattleText	20:6983	HISTORICAL	PASS2
_SilphCo2FRocket2EndBattleText	20:699E	HISTORICAL	PASS2
_SilphCo2FScientist1AfterBattleText	20:6864	HISTORICAL	PASS2
_SilphCo2FScientist1BattleText	20:6818	HISTORICAL	PASS2
_SilphCo2FScientist1EndBattleText	20:6844	HISTORICAL	PASS2
_SilphCo2FScientist2AfterBattleText	20:68CB	HISTORICAL	PASS2
_SilphCo2FScientist2BattleText	20:6896	HISTORICAL	PASS2
_SilphCo2FScientist2EndBattleText	20:68B9	HISTORICAL	PASS2
_SilphCo2FSilphWorkerFReceivedTM36Text	20:677B	HISTORICAL	PASS2
_SilphCo2FSilphWorkerFTM36ExplanationText	20:6790	HISTORICAL	PASS2
_SilphCo2FSilphWorkerFTM36NoRoomText	20:67F6	HISTORICAL	PASS2
_SilphCo3FRocketAfterBattleText	20:6A59	HISTORICAL	PASS2
_SilphCo3FRocketBattleText	20:6A28	HISTORICAL	PASS2
_SilphCo3FRocketEndBattleText	20:6A4B	CONFIRMED	PASS2+PASS5
_SilphCo3FScientistAfterBattleText	20:6AE7	HISTORICAL	PASS2
_SilphCo3FScientistBattleText	20:6A8E	HISTORICAL	PASS2
_SilphCo3FScientistEndBattleText	20:6AD4	CONFIRMED	PASS2+PASS5
_SilphCo3FSilphWorkerMWhatShouldIDoText	20:69D6	HISTORICAL	PASS2
_SilphCo3FSilphWorkerMYouSavedUsText	20:6A01	HISTORICAL	PASS2
_SilphCo4FRocket1AfterBattleText	20:6BC3	HISTORICAL	PASS2
_SilphCo4FRocket1BattleText	20:6B8B	HISTORICAL	PASS2
_SilphCo4FRocket1EndBattleText	20:6BBC	CONFIRMED	PASS2+PASS5
_SilphCo4FRocket2AfterBattleText	20:6CAA	HISTORICAL	PASS2
_SilphCo4FRocket2BattleText	20:6C85	HISTORICAL	PASS2
_SilphCo4FRocket2EndBattleText	20:6CA0	HISTORICAL	PASS2
_SilphCo4FScientistAfterBattleText	20:6C3D	HISTORICAL	PASS2
_SilphCo4FScientistBattleText	20:6BF4	HISTORICAL	PASS2
_SilphCo4FScientistEndBattleText	20:6C1F	HISTORICAL	PASS2
_SilphCo4FSilphWorkerMImHidingText	20:6B42	HISTORICAL	PASS2
_SilphCo4FSilphWorkerMTeamRocketIsGoneText	20:6B69	HISTORICAL	PASS2
_SilphCo5FRocket1BattleText	20:6D39	HISTORICAL	PASS2
_SilphCo5FRocket1EndBattleText	20:6D69	HISTORICAL	PASS2
_SilphCo5FSilphWorkerMThatsYouRightText	20:6CC9	HISTORICAL	PASS2
_SilphCo5FSilphWorkerMYoureOurHeroText	20:6D0C	HISTORICAL	PASS2
_SilphCo6FRocket1BattleText	21:436D	CONFIRMED	PASS5
_SilphCo7FRocket2BattleText	21:4876	CONFIRMED	PASS5
_SilphCo8FRocket2BattleText	21:4C74	CONFIRMED	PASS5
_SilphCo9FRocket2BattleText	21:4DF7	CONFIRMED	PASS5
_Thanks1Text	2A:413B	CONFIRMED	PASS5
_Thanks2Text	2A:41E6	CONFIRMED	PASS5
_Thanks3Text	2A:428B	CONFIRMED	PASS5
_TradeCenterOpponentText	25:4BC1	CONFIRMED	PASS5
_TrainerNameText	20:4045	HISTORICAL	PASS2
_TurnedOnPC1Text	22:610D	CONFIRMED	PASS5
_TurnedOnPC2Text	22:61C4	CONFIRMED	PASS5
_UnaffectedText	22:5C6A	CONFIRMED	PASS5
_VermilionDockUnusedText	27:4561	CONFIRMED	PASS5
_VermilionGymLTSurgeTM24NoRoomText	27:4136	CONFIRMED	PASS5
_VermilionGymSuperNerdEndBattleText	27:4253	CONFIRMED	PASS5
_VermilionOldRodHouseFishingGuruNoRoomText	27:469E	CONFIRMED	PASS5
_VictoryRoad2FSuperNerd1EndBattleText	23:512A	CONFIRMED	PASS5
_VictoryRoad3FCooltrainerF1AfterBattleText	20:6044	HISTORICAL	PASS2
_VictoryRoad3FCooltrainerF1BattleText	20:6018	HISTORICAL	PASS2
_VictoryRoad3FCooltrainerF1EndBattleText	20:6032	HISTORICAL	PASS2
_VictoryRoad3FCooltrainerF2AfterBattleText	20:612F	HISTORICAL	PASS2
_VictoryRoad3FCooltrainerF2BattleText	20:60DC	HISTORICAL	PASS2
_VictoryRoad3FCooltrainerF2EndBattleText	20:611A	HISTORICAL	PASS2
_VictoryRoad3FCooltrainerM1AfterBattleText	20:5FF2	HISTORICAL	PASS2
_VictoryRoad3FCooltrainerM1BattleText	20:5FAB	HISTORICAL	PASS2
_VictoryRoad3FCooltrainerM1EndBattleText	20:5FDD	HISTORICAL	PASS2
_VictoryRoad3FCooltrainerM2AfterBattleText	20:60A0	HISTORICAL	PASS2
_VictoryRoad3FCooltrainerM2BattleText	20:6066	HISTORICAL	PASS2
_VictoryRoad3FCooltrainerM2EndBattleText	20:6089	HISTORICAL	PASS2
_ViridianForestLeavingSignText	20:4705	HISTORICAL	PASS2
_ViridianForestTrainerTips1Text	20:4584	HISTORICAL	PASS2
_ViridianForestTrainerTips2Text	20:4603	HISTORICAL	PASS2
_ViridianForestTrainerTips3Text	20:4653	HISTORICAL	PASS2
_ViridianForestTrainerTips4Text	20:46A7	HISTORICAL	PASS2
_ViridianForestUseAntidoteSignText	20:45C5	HISTORICAL	PASS2
_ViridianForestYoungster1Text	20:4367	HISTORICAL	PASS2
_ViridianForestYoungster2AfterBattleText	20:43ED	HISTORICAL	PASS2
_ViridianForestYoungster2BattleText	20:43A1	HISTORICAL	PASS2
_ViridianForestYoungster2EndBattleText	20:43CD	HISTORICAL	PASS2
_ViridianForestYoungster3AfterBattleText	20:446B	HISTORICAL	PASS2
_ViridianForestYoungster3BattleText	20:441C	HISTORICAL	PASS2
_ViridianForestYoungster3EndBattleText	20:444D	HISTORICAL	PASS2
_ViridianForestYoungster4AfterBattleText	20:44DB	HISTORICAL	PASS2
_ViridianForestYoungster4BattleText	20:4497	HISTORICAL	PASS2
_ViridianForestYoungster4EndBattleText	20:44BA	HISTORICAL	PASS2
_ViridianForestYoungster5Text	20:452A	HISTORICAL	PASS2
_ViridianGymGiovanniTM27NoRoomText	25:6394	CONFIRMED	PASS5
_ViridianGymHiker2EndBattleText	25:6533	CONFIRMED	PASS5
_ViridianSchoolBlackboardText2	22:525E	CONFIRMED	PASS5
_VitaminNoEffectText	29:6AA3	CONFIRMED	PASS5
_AfterTrade1Text	2A:414A	CONFIRMED	PASS6.5
_AfterTrade2Text	2A:41EF	CONFIRMED	PASS6.5
_AfterTrade3Text	2A:429A	CONFIRMED	PASS6.5
_AgathaAfterBattleText	21:6B2B	CONFIRMED	PASS6.5
_BadlyPoisonedText	25:480A	CONFIRMED	PASS6.5
_BillsHouseMonitorText	22:4AA9	CONFIRMED	PASS6.5
